Fiscal Year,Year,Quarter,Month,Date,DCA Entity,License Type Code,License Type,Transaction Code,Application Type,Target Cycle Time Complete Applications,Volume Complete Applications,Cycle Time Complete Applications,Volume Incomplete Applications,Cycle Time Incomplete Applications,Volume Renewal Applications,Cycle Time Renewal Applications,Comment,Website
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",FP,Fire Protection Engineer,Renewal,Renewal Application,0,0,0,0,0,17,1,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,"Geologist, Professional",N/A,Initial License Application,60,1,98,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,"Geologist, Professional",N/A,Initial License Application,60,1,93,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,"Geologist, Professional",N/A,Initial License Application,60,38,120,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Geologist-in-Training,N/A,Initial License Application,60,1,106,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Geologist-in-Training,N/A,Initial License Application,60,4,99,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Geologist-in-Training,N/A,Initial License Application,60,13,134,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,"Geophysicist, Professional",N/A,Initial License Application,60,0,0,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,"Geophysicist, Professional",N/A,Initial License Application,60,0,0,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,"Geophysicist, Professional",N/A,Initial License Application,60,6,57,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Geotechnical Engineer,N/A,Initial License Application,60,14,102,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",GE,Geotechnical Engineer,Renewal,Renewal Application,0,0,0,0,0,52,4,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Geotechnical Engineer,N/A,Initial License Application,60,9,89,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",GE,Geotechnical Engineer,Renewal,Renewal Application,0,0,0,0,0,99,4,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Geotechnical Engineer,N/A,Initial License Application,60,1,326,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",GE,Geotechnical Engineer,Renewal,Renewal Application,0,0,0,0,0,18,4,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",HG,Hydrogeologist,Renewal,Renewal Application,0,0,0,0,0,35,4,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",HG,Hydrogeologist,Renewal,Renewal Application,0,0,0,0,0,34,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",HG,Hydrogeologist,Renewal,Renewal Application,0,0,0,0,0,41,4,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Industrial Engineer,N/A,Initial License Application,60,1,72,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",I,Industrial Engineer,Renewal,Renewal Application,0,0,0,0,0,14,6,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Industrial Engineer,N/A,Initial License Application,60,1,115,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",I,Industrial Engineer,Renewal,Renewal Application,0,0,0,0,0,23,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Industrial Engineer,N/A,Initial License Application,60,2,191,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",I,Industrial Engineer,Renewal,Renewal Application,0,0,0,0,0,8,2,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,"Land Surveyor, Professional",N/A,Initial License Application,60,1,116,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",L,"Land Surveyor, Professional",Renewal,Renewal Application,0,0,0,0,0,121,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,"Land Surveyor, Professional",N/A,Initial License Application,60,15,78,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",L,"Land Surveyor, Professional",Renewal,Renewal Application,0,0,0,0,0,278,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,"Land Surveyor, Professional",N/A,Initial License Application,60,16,86,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",L,"Land Surveyor, Professional",Renewal,Renewal Application,0,0,0,0,0,18,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Land Surveyor-in-Training,N/A,Initial License Application,60,8,52,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Land Surveyor-in-Training,N/A,Initial License Application,60,4,27,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Land Surveyor-in-Training,N/A,Initial License Application,60,10,10,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",MF,Manufacturing Engineer,Renewal,Renewal Application,0,0,0,0,0,5,4,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",MF,Manufacturing Engineer,Renewal,Renewal Application,0,0,0,0,0,14,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",MF,Manufacturing Engineer,Renewal,Renewal Application,0,0,0,0,0,4,34,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Mechanical Engineer,N/A,Initial License Application,60,43,114,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",M,Mechanical Engineer,Renewal,Renewal Application,0,0,0,0,0,663,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Mechanical Engineer,N/A,Initial License Application,60,75,75,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
